"MarkettypeID","TradingMonth","Portfolios","RiskPremium1","RiskPremium2","SMB1","SMB2","HML1","HML2","RMW1","RMW2","CMA1","CMA2"
"P9714","1996-05","2","-0.010050","-0.032050","-0.115979","-0.095533","0.004230","0.003894","-0.030629","-0.028895","0.026504","0.029206"
"P9714","1996-05","3","-0.010050","-0.032050","-0.106080","-0.101846","0.015035","0.011847","-0.049268","-0.051478","0.041009","0.028479"
"P9714","1996-05","1","-0.010050","-0.032050","-0.114971","-0.095092","0.011178","0.010410","-0.005093","-0.013688","0.004818","0.010786"
"P9709","1996-06","3","0.211950","0.228950","-0.113971","-0.144545","0.007375","0.021213","-0.014225","-0.044681","0.046012","0.065058"
"P9709","1996-06","2","0.211950","0.228950","-0.125194","-0.180820","0.013462","0.013403","-0.000523","-0.041623","0.054650","0.081205"
"P9709","1996-06","1","0.211950","0.228950","-0.128326","-0.189937","0.018695","0.024285","0.025668","-0.083459","0.075350","0.063876"
"P9713","1996-06","1","0.195950","0.206950","-0.099107","-0.144209","0.011236","0.010989","-0.006939","-0.096530","0.075778","0.069164"
"P9713","1996-06","3","0.195950","0.206950","-0.091422","-0.115841","0.011056","0.024057","-0.045083","-0.072972","0.038769","0.050256"
"P9713","1996-06","2","0.195950","0.206950","-0.092882","-0.134276","0.010742","0.004105","-0.033473","-0.077273","0.038534","0.056763"
"P9714","1996-06","2","0.211950","0.228950","-0.125064","-0.181541","0.013462","0.013403","-0.003905","-0.053664","0.055722","0.082277"
"P9714","1996-06","1","0.211950","0.228950","-0.128550","-0.190268","0.018695","0.024285","0.024163","-0.085087","0.077512","0.065339"
"P9714","1996-06","3","0.211950","0.228950","-0.114473","-0.149050","0.007809","0.025328","-0.018790","-0.051698","0.049334","0.066859"
"P9709","1996-07","3","0.125950","0.109950","0.053369","0.053799","0.098950","0.060378","-0.018566","0.006035","-0.015112","0.015038"
"P9709","1996-07","2","0.125950","0.109950","0.089731","0.074566","0.107625","0.079313","-0.017457","-0.011363","0.014251","0.011921"
"P9709","1996-07","1","0.125950","0.109950","0.085227","0.075956","0.136858","0.095005","-0.025203","-0.022963","0.024963","0.018328"
"P9713","1996-07","2","0.119950","0.098950","0.067151","0.055976","0.078051","0.052148","-0.003822","0.004665","0.007581","-0.001809"
"P9713","1996-07","3","0.119950","0.098950","0.037227","0.040911","0.065900","0.036394","-0.012337","0.005068","-0.005772","0.013909"
"P9713","1996-07","1","0.119950","0.098950","0.065216","0.058920","0.091296","0.059912","-0.008428","-0.003668","0.016985","0.004161"
"P9714","1996-07","1","0.125950","0.109950","0.086736","0.077606","0.136858","0.095005","-0.024576","-0.021590","0.024963","0.018328"
"P9714","1996-07","3","0.125950","0.109950","0.059708","0.057706","0.092533","0.056291","-0.014421","0.006024","-0.013011","0.014318"
"P9714","1996-07","2","0.125950","0.109950","0.091329","0.075950","0.107625","0.079313","-0.014454","-0.010368","0.014251","0.011921"
"P9709","1996-08","3","-0.004775","-0.007775","-0.047291","-0.022857","0.019693","0.011871","-0.003106","0.009361","-0.042594","-0.028635"
"P9709","1996-08","2","-0.004775","-0.007775","-0.051414","-0.045590","-0.004622","-0.000481","0.006634","0.007251","-0.042872","-0.041010"
"P9709","1996-08","1","-0.004775","-0.007775","-0.055596","-0.047839","0.024402","0.019255","0.018412","0.016858","-0.044757","-0.037897"
"P9713","1996-08","1","-0.013775","-0.013775","-0.046894","-0.044045","-0.005526","-0.013952","0.028444","0.029940","-0.048915","-0.046118"
"P9713","1996-08","3","-0.013775","-0.013775","-0.034117","-0.021868","0.001844","-0.004479","0.013260","0.022755","-0.038032","-0.032141"
"P9713","1996-08","2","-0.013775","-0.013775","-0.044858","-0.042983","-0.022666","-0.021982","0.011825","0.014517","-0.042422","-0.041982"
"P9714","1996-08","3","-0.004775","-0.007775","-0.046809","-0.023156","0.019566","0.012367","-0.001026","0.011615","-0.043085","-0.029721"
"P9714","1996-08","1","-0.004775","-0.007775","-0.055604","-0.047797","0.024402","0.019255","0.019959","0.019208","-0.044757","-0.037897"
"P9714","1996-08","2","-0.004775","-0.007775","-0.051520","-0.045749","-0.004622","-0.000481","0.006542","0.007649","-0.042872","-0.041010"
"P9709","1996-09","3","0.050225","0.056225","0.000168","-0.001101","0.017600","0.018810","-0.004282","0.015871","-0.031811","-0.025323"
"P9709","1996-09","2","0.050225","0.056225","0.011757","-0.000946","0.006022","0.006161","-0.002454","0.011083","-0.016837","-0.012411"
"P9709","1996-09","1","0.050225","0.056225","0.011990","-0.002182","0.007276","0.006556","0.010353","0.010123","-0.044322","-0.042541"
"P9713","1996-09","1","0.040225","0.041225","0.012966","0.003547","-0.006634","-0.004076","0.006650","0.005579","-0.041151","-0.040825"
"P9713","1996-09","3","0.040225","0.041225","0.002133","0.003579","0.010379","0.013077","-0.007893","0.008904","-0.025215","-0.021102"
"P9713","1996-09","2","0.040225","0.041225","0.012249","0.004225","-0.003249","-0.003591","-0.003871","0.011112","-0.016323","-0.016197"
"P9714","1996-09","2","0.050225","0.056225","0.011771","-0.000929","0.006022","0.006161","-0.004654","0.009390","-0.016837","-0.012411"
"P9714","1996-09","1","0.050225","0.056225","0.012002","-0.002371","0.007276","0.006556","0.008712","0.008173","-0.044322","-0.042541"
"P9714","1996-09","3","0.050225","0.056225","0.001251","-0.000850","0.016595","0.018589","-0.004890","0.014259","-0.029935","-0.024444"
"P9709","1996-10","3","0.218225","0.186225","0.046407","0.064492","0.090152","0.046835","-0.156515","-0.106735","0.056492","0.077571"
"P9709","1996-10","2","0.218225","0.186225","0.097493","0.089592","0.100272","0.073245","-0.123004","-0.074458","0.148372","0.132792"
"P9709","1996-10","1","0.218225","0.186225","0.104961","0.099333","0.069522","0.042014","-0.113085","-0.064772","0.257801","0.231900"
"P9713","1996-10","3","0.184225","0.151225","0.044156","0.061135","0.040695","0.007799","-0.145017","-0.106200","0.056923","0.068626"
"P9713","1996-10","2","0.184225","0.151225","0.081051","0.074171","0.040407","0.024257","-0.111389","-0.065237","0.119425","0.093540"
"P9713","1996-10","1","0.184225","0.151225","0.089418","0.084276","-0.006330","-0.015084","-0.094729","-0.047569","0.216133","0.179237"
"P9714","1996-10","2","0.218225","0.186225","0.097989","0.089947","0.100272","0.073245","-0.120971","-0.074207","0.148372","0.132792"
"P9714","1996-10","1","0.218225","0.186225","0.105581","0.100311","0.069522","0.042014","-0.111231","-0.062285","0.257801","0.231900"
"P9714","1996-10","3","0.218225","0.186225","0.052870","0.067406","0.081362","0.042452","-0.154181","-0.110349","0.063099","0.079878"
"P9709","1996-11","3","0.068225","0.066225","0.032924","0.017911","0.005677","0.020434","-0.044428","-0.051583","-0.012167","-0.016694"
"P9709","1996-11","2","0.068225","0.066225","0.049947","0.045856","0.011071","0.017055","-0.022516","-0.032904","-0.010943","-0.012044"
"P9709","1996-11","1","0.068225","0.066225","0.051034","0.047625","0.022813","0.026416","0.004889","-0.015394","0.017897","0.031533"
"P9713","1996-11","1","0.117225","0.123225","0.048570","0.046359","0.103023","0.082595","-0.000041","-0.020071","0.036916","0.038957"
"P9713","1996-11","3","0.117225","0.123225","0.010822","0.004687","0.043835","0.056232","-0.075228","-0.073008","-0.017414","-0.029203"
"P9713","1996-11","2","0.117225","0.123225","0.046579","0.045157","0.073043","0.067125","-0.039824","-0.043083","0.003867","-0.005542"
"P9714","1996-11","1","0.068225","0.066225","0.051689","0.048344","0.022813","0.026416","0.004949","-0.014590","0.017897","0.031533"
"P9714","1996-11","2","0.068225","0.066225","0.049941","0.045903","0.011071","0.017055","-0.027596","-0.037148","-0.010943","-0.012044"
"P9714","1996-11","3","0.068225","0.066225","0.032343","0.017435","0.006953","0.021284","-0.048816","-0.055794","-0.011667","-0.016436"
"P9709","1996-12","3","-0.174775","-0.169775","-0.039687","-0.037001","-0.054854","-0.048631","0.091273","0.082181","-0.011134","-0.018824"
"P9709","1996-12","2","-0.174775","-0.169775","-0.072871","-0.066215","-0.045444","-0.052441","0.081772","0.076654","-0.045744","-0.042910"
"P9709","1996-12","1","-0.174775","-0.169775","-0.074384","-0.069787","-0.042324","-0.060057","0.081004","0.085454","-0.053833","-0.059500"
"P9713","1996-12","1","-0.136775","-0.120775","-0.048682","-0.042090","0.033116","0.013710","0.052743","0.049610","-0.026963","-0.013956"
"P9713","1996-12","2","-0.136775","-0.120775","-0.044568","-0.036935","0.010141","0.007918","0.063776","0.045455","-0.023275","-0.000865"
"P9713","1996-12","3","-0.136775","-0.120775","-0.020414","-0.017966","-0.007324","-0.005387","0.091673","0.086498","-0.013547","-0.009914"
"P9714","1996-12","1","-0.174775","-0.169775","-0.074802","-0.070402","-0.042324","-0.060057","0.081475","0.085194","-0.053833","-0.059500"
"P9714","1996-12","3","-0.174775","-0.169775","-0.044274","-0.039215","-0.050101","-0.046279","0.085453","0.079657","-0.015178","-0.019963"
"P9714","1996-12","2","-0.174775","-0.169775","-0.073862","-0.067188","-0.045444","-0.052441","0.076943","0.073013","-0.045744","-0.042910"
"P9709","1997-01","3","0.071225","0.061225","0.030266","0.045595","0.024297","-0.000842","-0.008136","0.008583","-0.003911","0.013505"
"P9709","1997-01","2","0.071225","0.061225","0.036383","0.042011","0.012023","0.001493","-0.001504","0.010100","-0.003199","-0.000287"
"P9709","1997-01","1","0.071225","0.061225","0.035022","0.042991","0.009923","-0.000043","-0.004846","0.009587","-0.012901","-0.009668"
"P9713","1997-01","2","0.066225","0.056225","0.031838","0.038125","0.005218","0.000957","0.002115","0.015301","-0.000142","0.002619"
"P9713","1997-01","1","0.066225","0.056225","0.030996","0.039506","0.001875","0.004329","-0.004153","0.010278","-0.009891","-0.008082"
"P9713","1997-01","3","0.066225","0.056225","0.028250","0.046062","0.020153","0.000674","-0.008047","0.007294","-0.002198","0.013170"
"P9714","1997-01","1","0.071225","0.061225","0.035241","0.043291","0.009923","-0.000043","-0.003843","0.011124","-0.012901","-0.009668"
"P9714","1997-01","3","0.071225","0.061225","0.032138","0.045936","0.022306","-0.001308","-0.005779","0.009154","-0.003013","0.012343"
"P9714","1997-01","2","0.071225","0.061225","0.036655","0.042216","0.012023","0.001493","-0.000163","0.010892","-0.003199","-0.000287"
"P9709","1997-02","3","0.051225","0.052225","0.025045","0.027864","-0.016762","-0.012018","-0.030664","-0.029056","0.027063","0.025543"
"P9709","1997-02","2","0.051225","0.052225","0.043074","0.047961","0.000475","0.004949","-0.038569","-0.032138","0.028782","0.026536"
"P9709","1997-02","1","0.051225","0.052225","0.041718","0.046906","0.008079","0.013144","-0.060759","-0.050392","0.024476","0.020589"
"P9713","1997-02","1","0.040225","0.039225","0.036964","0.042872","-0.017293","-0.010045","-0.055138","-0.043966","0.012976","0.002811"
"P9713","1997-02","3","0.040225","0.039225","0.026709","0.032116","-0.021146","-0.018240","-0.028976","-0.028905","0.021471","0.017701"
"P9713","1997-02","2","0.040225","0.039225","0.038619","0.044454","-0.015402","-0.011583","-0.032942","-0.023489","0.019038","0.011386"
"P9714","1997-02","3","0.051225","0.052225","0.023520","0.027883","-0.015598","-0.012227","-0.032864","-0.030220","0.026223","0.026217"
"P9714","1997-02","2","0.051225","0.052225","0.043032","0.047992","0.000475","0.004949","-0.038567","-0.032368","0.028782","0.026536"
"P9714","1997-02","1","0.051225","0.052225","0.041617","0.046816","0.008079","0.013144","-0.061044","-0.051123","0.024476","0.020589"
"P9709","1997-03","3","0.184225","0.181225","0.067640","0.081216","-0.016340","-0.000840","0.052649","0.055770","-0.049991","-0.044297"
"P9709","1997-03","2","0.184225","0.181225","0.048260","0.067445","-0.030135","-0.015406","0.050525","0.060564","-0.070890","-0.051162"
"P9709","1997-03","1","0.184225","0.181225","0.043657","0.061719","-0.026034","-0.011932","0.040208","0.050083","-0.100144","-0.086961"
"P9713","1997-03","2","0.167225","0.163225","0.044787","0.062641","-0.044793","-0.036722","0.032717","0.045273","-0.066213","-0.056542"
"P9713","1997-03","3","0.167225","0.163225","0.066517","0.079229","-0.024098","-0.013930","0.039699","0.044452","-0.042404","-0.037906"
"P9713","1997-03","1","0.167225","0.163225","0.042846","0.059984","-0.051865","-0.042293","0.038326","0.048649","-0.089203","-0.082038"
"P9714","1997-03","1","0.184225","0.181225","0.044191","0.062356","-0.026034","-0.011932","0.040520","0.051163","-0.100144","-0.086961"
"P9714","1997-03","2","0.184225","0.181225","0.046805","0.066231","-0.030135","-0.015406","0.034999","0.047944","-0.070890","-0.051162"
"P9714","1997-03","3","0.184225","0.181225","0.063963","0.079185","-0.012109","0.001539","0.038455","0.043159","-0.048999","-0.042772"
"P9709","1997-04","3","0.085225","0.083225","-0.004450","-0.023343","-0.017738","-0.006753","0.036868","0.031185","-0.065312","-0.076485"
"P9709","1997-04","2","0.085225","0.083225","-0.038684","-0.045066","-0.050918","-0.042603","0.032261","0.038558","-0.119315","-0.109807"
"P9709","1997-04","1","0.085225","0.083225","-0.047878","-0.054510","-0.028225","-0.029758","-0.001907","0.017005","-0.166939","-0.160868"
"P9713","1997-04","1","0.091225","0.091225","-0.052393","-0.068072","-0.054415","-0.070331","0.012917","0.028746","-0.167414","-0.154630"
"P9713","1997-04","2","0.091225","0.091225","-0.045919","-0.062616","-0.064641","-0.065491","0.027778","0.026102","-0.123594","-0.111186"
"P9713","1997-04","3","0.091225","0.091225","-0.004078","-0.030625","-0.029870","-0.022579","0.031011","0.018510","-0.070657","-0.081674"
"P9714","1997-04","1","0.085225","0.083225","-0.048223","-0.054884","-0.028225","-0.029758","-0.000206","0.018730","-0.166939","-0.160868"
"P9714","1997-04","2","0.085225","0.083225","-0.039331","-0.045620","-0.050918","-0.042603","0.029942","0.037384","-0.119315","-0.109807"
"P9714","1997-04","3","0.085225","0.083225","-0.006845","-0.024007","-0.015777","-0.006303","0.034368","0.030161","-0.065687","-0.075818"
"P9709","1997-05","3","-0.081775","-0.082775","-0.009030","-0.018980","0.046902","0.026638","0.038869","0.033442","-0.006088","-0.008497"
"P9709","1997-05","2","-0.081775","-0.082775","-0.037441","-0.044153","0.039580","0.017407","0.040709","0.040894","-0.019612","-0.024093"
"P9709","1997-05","1","-0.081775","-0.082775","-0.039835","-0.044229","0.029129","-0.001612","0.037492","0.045020","-0.018631","-0.029519"
"P9713","1997-05","2","-0.083775","-0.084775","-0.038538","-0.045813","0.022781","0.002776","0.035092","0.038895","-0.023340","-0.028792"
"P9713","1997-05","3","-0.083775","-0.084775","-0.010536","-0.019520","0.033813","0.014249","0.034685","0.033645","-0.006657","-0.009975"
"P9713","1997-05","1","-0.083775","-0.084775","-0.039705","-0.045162","0.009125","-0.015272","0.036109","0.045346","-0.025384","-0.036821"
"P9714","1997-05","2","-0.081775","-0.082775","-0.037490","-0.044209","0.039580","0.017407","0.037965","0.038437","-0.019612","-0.024093"
"P9714","1997-05","1","-0.081775","-0.082775","-0.039493","-0.043795","0.029129","-0.001612","0.039012","0.046802","-0.018631","-0.029519"
"P9714","1997-05","3","-0.081775","-0.082775","-0.009497","-0.019231","0.047009","0.026660","0.035469","0.029571","-0.005216","-0.008155"
"P9709","1997-06","3","-0.004775","-0.005775","0.007565","0.007594","-0.008274","0.009344","0.024110","0.020724","-0.048676","-0.051756"
"P9709","1997-06","2","-0.004775","-0.005775","0.017690","0.018942","-0.016211","0.000277","0.024228","0.025817","-0.053770","-0.051096"
"P9709","1997-06","1","-0.004775","-0.005775","0.017890","0.019508","0.008128","0.018558","0.053611","0.054675","-0.056673","-0.055066"
"P9713","1997-06","2","-0.011775","-0.013775","0.009136","0.009159","-0.026554","-0.014810","0.020547","0.018904","-0.053341","-0.052931"
"P9713","1997-06","3","-0.011775","-0.013775","0.008088","0.006031","-0.016460","0.000269","0.018049","0.008907","-0.048060","-0.053838"
"P9713","1997-06","1","-0.011775","-0.013775","0.010091","0.011610","-0.015323","-0.008144","0.054338","0.056266","-0.053239","-0.051496"
"P9714","1997-06","3","-0.004775","-0.005775","0.008379","0.008056","-0.008862","0.008999","0.025352","0.022034","-0.049146","-0.052111"
"P9714","1997-06","1","-0.004775","-0.005775","0.017882","0.019616","0.008128","0.018558","0.053147","0.054821","-0.056673","-0.055066"
"P9714","1997-06","2","-0.004775","-0.005775","0.017794","0.019118","-0.016211","0.000277","0.024843","0.026626","-0.053770","-0.051096"
"P9709","1997-07","3","-0.066775","-0.065775","0.047848","0.044886","0.021800","0.030443","-0.008078","0.001666","-0.002805","-0.001120"
"P9709","1997-07","2","-0.066775","-0.065775","0.047510","0.047173","0.008252","0.013299","0.007328","0.010016","0.005088","0.014027"
"P9709","1997-07","1","-0.066775","-0.065775","0.046219","0.046687","0.012050","0.009497","0.003738","0.009177","0.015565","0.025901"
"P9713","1997-07","3","-0.073775","-0.071775","0.041669","0.038515","0.009881","0.017093","-0.005424","0.002313","-0.008537","-0.007290"
"P9713","1997-07","1","-0.073775","-0.071775","0.043730","0.042776","-0.003041","-0.004353","0.014567","0.020091","0.004550","0.008784"
