,jq_l1_industry_code,jq_l1_industry_name,jq_l2_industry_code,jq_l2_industry_name,sw_l1_industry_code,sw_l1_industry_name,sw_l2_industry_code,sw_l2_industry_name,sw_l2_industry_code,sw_l2_industry_name,zjw_industry_code,zjw_industry_name
603630.XSHG,HY005,日常消费指数,HY484,个人用品指数,801030,化工I,801034,化学制品II,850334,日用化学产品III,C26,化学原料和化学制品制造业
603633.XSHG,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801085,电子制造II,850852,电子零部件制造III,C39,计算机、通信和其他电子设备制造业
603636.XSHG,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
603637.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801724,专业工程II,857242,化学工程III,E48,土木工程建筑业
603638.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
603639.XSHG,HY002,材料指数,HY407,化肥与农用化工指数,801030,化工I,801034,化学制品II,850333,农药III,C26,化学原料和化学制品制造业
603648.XSHG,HY003,工业指数,HY434,航空货运与物流指数,801170,交通运输I,801178,物流II,851781,物流III,L72,商务服务业
603650.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
603655.XSHG,HY004,可选消费指数,HY443,轮胎与橡胶指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C29,橡胶和塑料制品业
603656.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
603657.XSHG,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851115,家电零部件III,C29,橡胶和塑料制品业
603658.XSHG,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C27,医药制造业
603659.XSHG,HY002,材料指数,HY414,金属非金属指数,801730,电气设备I,801733,电源设备II,857335,储能设备III,C38,电气机械和器材制造业
603660.XSHG,HY008,信息技术指数,HY596,电子设备和仪器指数,801750,计算机I,801101,计算机设备II,851021,计算机设备III,C39,计算机、通信和其他电子设备制造业
603661.XSHG,HY004,可选消费指数,HY450,家用器具与特殊消费品指数,801140,轻工制造I,801142,家用轻工II,851432,家具III,C21,家具制造业
603662.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
603663.XSHG,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801054,稀有金属II,850544,其他稀有小金属III,C30,非金属矿物制品业
603665.XSHG,HY004,可选消费指数,HY455,纺织品指数,801130,纺织服装I,801132,服装家纺II,851327,其他服装III,C17,纺织业
603666.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C35,专用设备制造业
603667.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850712,机械基础件III,C34,通用设备制造业
603668.XSHG,HY005,日常消费指数,HY480,农产品指数,801010,农林牧渔I,801014,饲料II,850141,饲料III,C13,农副食品加工业
603669.XSHG,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
603676.XSHG,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
603677.XSHG,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851115,家电零部件III,C38,电气机械和器材制造业
603678.XSHG,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801083,元件II,850823,被动元件III,C39,计算机、通信和其他电子设备制造业
603679.XSHG,HY003,工业指数,HY423,电气部件与设备指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C38,电气机械和器材制造业
603680.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801076,运输设备II,850936,铁路设备III,C37,铁路、船舶、航空航天和其他运输设备制造业
603681.XSHG,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
603682.XSHG,HY011,房地产指数,HY509,房地产开发指数,801200,商业贸易I,801205,商业物业经营II,852051,一般物业经营III,L72,商务服务业
603683.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
603685.XSHG,HY004,可选消费指数,HY449,家用电器指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C38,电气机械和器材制造业
603686.XSHG,HY003,工业指数,HY426,建筑机械与重型卡车指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
603687.XSHG,HY002,材料指数,HY412,纸包装指数,801140,轻工制造I,801141,包装印刷II,851421,包装印刷III,C22,造纸和纸制品业
603688.XSHG,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801051,金属非金属新材料II,850523,非金属新材料III,C30,非金属矿物制品业
603689.XSHG,HY001,能源指数,HY573,石油与天然气的储存和运输指数,801160,公用事业I,801163,燃气II,851631,燃气III,D45,燃气生产和供应业
603690.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
603693.XSHG,HY010,公用事业指数,HY601,新能源发电业者指数,801160,公用事业I,801161,电力II,851615,新能源发电III,D44,电力、热力生产和供应业
603696.XSHG,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851242,调味发酵品III,C14,食品制造业
603697.XSHG,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851244,食品综合III,C14,食品制造业
603698.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801724,专业工程II,857242,化学工程III,M74,专业技术服务业
603699.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850712,机械基础件III,C34,通用设备制造业
603700.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
603701.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C38,电气机械和器材制造业
603703.XSHG,HY008,信息技术指数,HY516,通信设备指数,801770,通信I,801102,通信设备II,851013,通信传输设备III,C38,电气机械和器材制造业
603706.XSHG,HY010,公用事业指数,HY529,燃气指数,801160,公用事业I,801163,燃气II,851631,燃气III,D45,燃气生产和供应业
603707.XSHG,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851511,化学原料药III,C27,医药制造业
603708.XSHG,HY005,日常消费指数,HY476,大卖场与超市指数,801200,商业贸易I,801203,一般零售II,852032,超市III,F52,零售业
603709.XSHG,HY004,可选消费指数,HY447,家庭装饰品指数,801140,轻工制造I,801142,家用轻工II,851432,家具III,C21,家具制造业
603711.XSHG,HY005,日常消费指数,HY479,软饮料指数,801120,食品饮料I,801123,饮料制造II,851234,软饮料III,C15,酒、饮料和精制茶制造业
603712.XSHG,HY008,信息技术指数,HY516,通信设备指数,801770,通信I,801102,通信设备II,851012,终端设备III,C39,计算机、通信和其他电子设备制造业
603713.XSHG,HY003,工业指数,HY434,航空货运与物流指数,801170,交通运输I,801178,物流II,851781,物流III,G58,装卸搬运和运输代理业
603716.XSHG,HY006,医疗保健指数,HY487,保健护理产品经销商指数,801150,医药生物I,801154,医药商业II,851541,医药商业III,F51,批发业
603717.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801725,园林工程II,857251,园林工程III,E48,土木工程建筑业
603718.XSHG,HY006,医疗保健指数,HY491,生物科技指数,801010,农林牧渔I,801018,动物保健II,850181,动物保健III,C27,医药制造业
603719.XSHG,HY004,可选消费指数,HY466,互联网零售指数,801120,食品饮料I,801124,食品加工II,851244,食品综合III,F52,零售业
603721.XSHG,HY004,可选消费指数,HY462,电影与娱乐指数,801760,传媒I,801761,文化传媒II,852242,影视动漫III,R86,广播、电视、电影和影视录音制作业
603722.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
603725.XSHG,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C29,橡胶和塑料制品业
603726.XSHG,HY003,工业指数,HY427,工业机械指数,801110,家用电器I,801111,白色家电II,851115,家电零部件III,C29,橡胶和塑料制品业
603727.XSHG,HY001,能源指数,HY401,石油天然气设备与服务指数,801020,采掘I,801024,采掘服务II,850241,油气钻采服务III,B11,开采辅助活动
603728.XSHG,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801731,电机II,850741,电机III,C38,电气机械和器材制造业
603729.XSHG,HY004,可选消费指数,HY460,广告指数,801760,传媒I,801751,营销传播II,852243,营销服务III,L72,商务服务业
603730.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603733.XSHG,HY002,材料指数,HY419,纸制品指数,801140,轻工制造I,801143,造纸II,851411,造纸III,C22,造纸和纸制品业
603737.XSHG,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850335,涂料油漆油墨制造III,C26,化学原料和化学制品制造业
603738.XSHG,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801083,元件II,850823,被动元件III,C41,其他制造业
603739.XSHG,HY005,日常消费指数,HY480,农产品指数,801010,农林牧渔I,801018,动物保健II,850181,动物保健III,C14,食品制造业
603755.XSHG,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851242,调味发酵品III,C14,食品制造业
603757.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C34,通用设备制造业
603758.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603766.XSHG,HY004,可选消费指数,HY445,摩托车制造指数,801880,汽车I,801881,其他交运设备II,858811,其他交运设备III,C37,铁路、船舶、航空航天和其他运输设备制造业
603767.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603768.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603773.XSHG,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801084,光学光电子II,850831,显示器件III,C39,计算机、通信和其他电子设备制造业
603776.XSHG,HY003,工业指数,HY588,综合支持服务指数,801880,汽车I,801881,其他交运设备II,858811,其他交运设备III,M74,专业技术服务业
603777.XSHG,HY005,日常消费指数,,,801120,食品饮料I,801124,食品加工II,851244,食品综合III,F52,零售业
603778.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801725,园林工程II,857251,园林工程III,E48,土木工程建筑业
603779.XSHG,HY005,日常消费指数,HY478,白酒与葡萄酒指数,801120,食品饮料I,801123,饮料制造II,851235,葡萄酒III,C15,酒、饮料和精制茶制造业
603786.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603787.XSHG,HY004,可选消费指数,HY451,休闲用品指数,801880,汽车I,801881,其他交运设备II,858811,其他交运设备III,C37,铁路、船舶、航空航天和其他运输设备制造业
603788.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603789.XSHG,HY003,工业指数,HY598,农用农业机械指数,801890,机械设备I,801074,专用设备II,850723,农用机械III,C35,专用设备制造业
603790.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850338,纺织化学用品III,C26,化学原料和化学制品制造业
603797.XSHG,HY003,工业指数,HY432,环境与设施服务指数,801160,公用事业I,801164,水务II,851621,水务III,N77,生态保护和环境治理业
603798.XSHG,HY001,能源指数,HY404,石油与天然气的炼制和销售指数,801030,化工I,801035,石油化工II,850311,石油加工III,C25,石油加工、炼焦和核燃料加工业
603799.XSHG,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801054,稀有金属II,850544,其他稀有小金属III,C32,有色金属冶炼和压延加工业
603800.XSHG,HY001,能源指数,HY401,石油天然气设备与服务指数,801890,机械设备I,801074,专用设备II,850725,冶金矿采化工设备III,C35,专用设备制造业
603801.XSHG,HY004,可选消费指数,HY447,家庭装饰品指数,801140,轻工制造I,801142,家用轻工II,851432,家具III,C21,家具制造业
603803.XSHG,HY008,信息技术指数,HY516,通信设备指数,801770,通信I,801102,通信设备II,851013,通信传输设备III,C39,计算机、通信和其他电子设备制造业
603806.XSHG,HY008,信息技术指数,HY524,半导体产品指数,801730,电气设备I,801733,电源设备II,857333,光伏设备III,C29,橡胶和塑料制品业
603808.XSHG,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801130,纺织服装I,801132,服装家纺II,851323,女装III,C18,纺织服装、服饰业
603809.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603810.XSHG,HY002,材料指数,HY407,化肥与农用化工指数,801030,化工I,801034,化学制品II,850333,农药III,C26,化学原料和化学制品制造业
603811.XSHG,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851512,化学制剂III,C27,医药制造业
603813.XSHG,HY003,工业指数,HY438,公路运输指数,801170,交通运输I,801178,物流II,851781,物流III,G54,道路运输业
603815.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801723,基础建设II,857232,路桥施工III,E48,土木工程建筑业
603816.XSHG,HY004,可选消费指数,HY447,家庭装饰品指数,801140,轻工制造I,801142,家用轻工II,851432,家具III,C21,家具制造业
603817.XSHG,HY010,公用事业指数,HY531,水务指数,801160,公用事业I,801164,水务II,851621,水务III,D46,水的生产和供应业
603818.XSHG,HY004,可选消费指数,HY447,家庭装饰品指数,801140,轻工制造I,801142,家用轻工II,851432,家具III,C21,家具制造业
603819.XSHG,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801731,电机II,850741,电机III,C38,电气机械和器材制造业
603822.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
603823.XSHG,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850335,涂料油漆油墨制造III,C26,化学原料和化学制品制造业
603825.XSHG,HY004,可选消费指数,HY460,广告指数,801760,传媒I,801751,营销传播II,852243,营销服务III,I64,互联网和相关服务
603826.XSHG,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801051,金属非金属新材料II,850523,非金属新材料III,C30,非金属矿物制品业
603828.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801722,装修装饰II,857221,装修装饰III,E50,建筑装饰和其他建筑业
603829.XSHG,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801734,高低压设备II,857343,低压设备III,C38,电气机械和器材制造业
603833.XSHG,HY004,可选消费指数,HY447,家庭装饰品指数,801140,轻工制造I,801142,家用轻工II,851432,家具III,C21,家具制造业
603838.XSHG,HY004,可选消费指数,HY450,家用器具与特殊消费品指数,801140,轻工制造I,801142,家用轻工II,851433,其他家用轻工III,C30,非金属矿物制品业
603839.XSHG,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801130,纺织服装I,801132,服装家纺II,851323,女装III,C18,纺织服装、服饰业
603843.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801723,基础建设II,857232,路桥施工III,E48,土木工程建筑业
603848.XSHG,HY004,可选消费指数,HY483,家庭用品指数,801140,轻工制造I,801142,家用轻工II,851432,家具III,C33,金属制品业
603855.XSHG,HY003,工业指数,HY423,电气部件与设备指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
603856.XSHG,HY003,工业指数,HY421,建筑产品指数,801710,建筑材料I,801713,其他建材II,850616,管材III,C29,橡胶和塑料制品业
603858.XSHG,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
603859.XSHG,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801730,电气设备I,801732,电气自动化设备II,857322,工控自动化III,M74,专业技术服务业
603860.XSHG,HY003,工业指数,HY591,调查和咨询服务指数,801720,建筑装饰I,801723,基础建设II,857232,路桥施工III,M74,专业技术服务业
603861.XSHG,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801734,高低压设备II,857342,中压设备III,C38,电气机械和器材制造业
603863.XSHG,HY002,材料指数,HY419,纸制品指数,801140,轻工制造I,801143,造纸II,851411,造纸III,C22,造纸和纸制品业
603866.XSHG,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851244,食品综合III,C14,食品制造业
603867.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
603868.XSHG,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851114,小家电III,C38,电气机械和器材制造业
603869.XSHG,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
603871.XSHG,HY003,工业指数,HY434,航空货运与物流指数,801170,交通运输I,801178,物流II,851781,物流III,G58,装卸搬运和运输代理业
603876.XSHG,HY002,材料指数,HY413,铝指数,801050,有色金属I,801055,工业金属II,850551,铝III,C32,有色金属冶炼和压延加工业
603877.XSHG,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801130,纺织服装I,801132,服装家纺II,851324,休闲服装III,C18,纺织服装、服饰业
603878.XSHG,HY002,材料指数,HY417,钢铁指数,801040,钢铁I,801041,钢铁II,850411,普钢III,C31,黑色金属冶炼和压延加工业
603879.XSHG,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
603880.XSHG,HY006,医疗保健指数,HY486,医疗保健用品指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C27,医药制造业
603881.XSHG,HY008,信息技术指数,HY510,互联网软件与服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I64,互联网和相关服务
603882.XSHG,HY006,医疗保健指数,HY488,保健护理服务指数,801150,医药生物I,801156,医疗服务II,851561,医疗服务III,Q83,卫生
603883.XSHG,HY005,日常消费指数,HY473,药品零售指数,801150,医药生物I,801154,医药商业II,851541,医药商业III,F52,零售业
603885.XSHG,HY003,工业指数,HY435,航空指数,801170,交通运输I,801173,航空运输II,851741,航空运输III,G56,航空运输业
603886.XSHG,HY005,日常消费指数,HY481,食品加工与肉类指数,801120,食品饮料I,801124,食品加工II,851244,食品综合III,C14,食品制造业
603887.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801721,房屋建设II,850623,房屋建设III,I65,软件和信息技术服务业
603888.XSHG,HY008,信息技术指数,HY510,互联网软件与服务指数,801760,传媒I,801752,互联网传媒II,852221,互联网信息服务III,I64,互联网和相关服务
603889.XSHG,HY004,可选消费指数,HY455,纺织品指数,801130,纺织服装I,801131,纺织制造II,851311,毛纺III,C17,纺织业
603890.XSHG,HY008,信息技术指数,HY520,电子制造服务指数,801080,电子I,801085,电子制造II,850852,电子零部件制造III,C39,计算机、通信和其他电子设备制造业
603893.XSHG,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801081,半导体II,850811,集成电路III,C39,计算机、通信和其他电子设备制造业
603895.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
603896.XSHG,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
603897.XSHG,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801734,高低压设备II,857344,线缆部件及其他III,C38,电气机械和器材制造业
603898.XSHG,HY004,可选消费指数,HY447,家庭装饰品指数,801140,轻工制造I,801142,家用轻工II,851432,家具III,C21,家具制造业
603899.XSHG,HY003,工业指数,HY433,办公服务与用品指数,801140,轻工制造I,801142,家用轻工II,851435,文娱用品III,C24,文教、工美、体育和娱乐用品制造业
603900.XSHG,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801200,商业贸易I,801204,专业零售II,852041,专业连锁III,F52,零售业
603901.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850726,印刷包装机械III,C35,专用设备制造业
603903.XSHG,HY003,工业指数,HY432,环境与设施服务指数,801160,公用事业I,801164,水务II,851621,水务III,N77,生态保护和环境治理业
603906.XSHG,HY001,能源指数,HY404,石油与天然气的炼制和销售指数,801030,化工I,801035,石油化工II,850311,石油加工III,C26,化学原料和化学制品制造业
603908.XSHG,HY004,可选消费指数,HY453,服装、服饰与奢侈品指数,801130,纺织服装I,801132,服装家纺II,851327,其他服装III,C18,纺织服装、服饰业
603909.XSHG,HY003,工业指数,HY591,调查和咨询服务指数,801720,建筑装饰I,801723,基础建设II,857232,路桥施工III,M74,专业技术服务业
603912.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
603915.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850712,机械基础件III,C34,通用设备制造业
603916.XSHG,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
603917.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C35,专用设备制造业
603918.XSHG,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
603919.XSHG,HY005,日常消费指数,HY478,白酒与葡萄酒指数,801120,食品饮料I,801123,饮料制造II,851231,白酒III,C15,酒、饮料和精制茶制造业
603920.XSHG,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801083,元件II,850822,印制电路板III,C39,计算机、通信和其他电子设备制造业
603922.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603926.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603927.XSHG,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
603928.XSHG,HY002,材料指数,HY405,基础化工指数,801030,化工I,801033,化学原料II,850324,其他化学原料III,C26,化学原料和化学制品制造业
603929.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801724,专业工程II,857244,其他专业工程III,E49,建筑安装业
603931.XSHG,,,,,801080,电子I,801082,其他电子II,850841,其他电子III,C26,化学原料和化学制品制造业
603933.XSHG,HY008,信息技术指数,HY517,电脑硬件指数,801080,电子I,801081,半导体II,850811,集成电路III,C39,计算机、通信和其他电子设备制造业
603936.XSHG,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801083,元件II,850822,印制电路板III,C39,计算机、通信和其他电子设备制造业
603937.XSHG,HY002,材料指数,HY413,铝指数,801710,建筑材料I,801713,其他建材II,850614,其他建材III,C33,金属制品业
603938.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801033,化学原料II,850324,其他化学原料III,C26,化学原料和化学制品制造业
603939.XSHG,HY005,日常消费指数,HY473,药品零售指数,801150,医药生物I,801154,医药商业II,851541,医药商业III,F52,零售业
603948.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
603949.XSHG,HY004,可选消费指数,HY444,汽车制造指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C36,汽车制造业
603950.XSHG,HY004,可选消费指数,HY444,汽车制造指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603955.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801725,园林工程II,857251,园林工程III,E48,土木工程建筑业
603956.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
603958.XSHG,HY004,可选消费指数,HY454,鞋类指数,801130,纺织服装I,801132,服装家纺II,851325,鞋帽III,C19,皮革、毛皮、羽毛及其制品和制鞋业
603959.XSHG,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801724,专业工程II,857242,化学工程III,E48,土木工程建筑业
603960.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
603963.XSHG,HY006,医疗保健指数,HY572,中药指数,801150,医药生物I,801155,中药II,851521,中药III,C27,医药制造业
603966.XSHG,HY003,工业指数,HY426,建筑机械与重型卡车指数,801890,机械设备I,801074,专用设备II,850724,重型机械III,C34,通用设备制造业
603967.XSHG,HY003,工业指数,HY434,航空货运与物流指数,801170,交通运输I,801178,物流II,851781,物流III,G58,装卸搬运和运输代理业
603968.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
603969.XSHG,HY002,材料指数,HY417,钢铁指数,801890,机械设备I,801075,金属制品II,850751,金属制品III,C33,金属制品业
603970.XSHG,HY003,工业指数,HY428,贸易公司与工业品经销商指数,801030,化工I,801034,化学制品II,850333,农药III,F51,批发业
603976.XSHG,HY006,医疗保健指数,HY486,医疗保健用品指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C27,医药制造业
603977.XSHG,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850337,民爆用品III,C26,化学原料和化学制品制造业
603978.XSHG,HY002,材料指数,HY413,铝指数,801050,有色金属I,801051,金属非金属新材料II,850521,金属新材料III,C32,有色金属冶炼和压延加工业
603979.XSHG,HY003,工业指数,HY422,建筑与工程指数,801020,采掘I,801024,采掘服务II,850242,其他采掘服务III,B11,开采辅助活动
603980.XSHG,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850338,纺织化学用品III,C26,化学原料和化学制品制造业
603982.XSHG,HY004,可选消费指数,HY442,机动车零配件与设备指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C36,汽车制造业
603983.XSHG,HY005,日常消费指数,HY484,个人用品指数,801030,化工I,801034,化学制品II,850334,日用化学产品III,C26,化学原料和化学制品制造业
603985.XSHG,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850712,机械基础件III,C33,金属制品业
603986.XSHG,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801081,半导体II,850811,集成电路III,C39,计算机、通信和其他电子设备制造业
603987.XSHG,HY006,医疗保健指数,HY486,医疗保健用品指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
603988.XSHG,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801731,电机II,850741,电机III,C38,电气机械和器材制造业
603989.XSHG,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801083,元件II,850823,被动元件III,C39,计算机、通信和其他电子设备制造业
